2.7951,1.6447,0.55616,-0.4512,-1.3602,-2.1565,-2.8296,-3.3733,-3.7859,-4.0703,-4.2335,-4.2859,-4.241,-4.1138,-3.9204,-3.6772,-3.3998,-3.1028,-2.7993,-2.5007,-2.2163,-1.9535,-1.7178,-1.5131,-1.3413,-1.203,-1.0976,-1.0231,-0.97697,-0.95574,-0.95553,-0.97208,-1.001,-1.0378,-1.0783,-1.1182,-1.1539,-1.182,-1.1996,-1.2043,-1.1946,-1.1691,-1.1273,-1.0692,-0.99538,-0.90685,-0.8051,-0.69199,-0.5697,-0.44063,-0.30733,-0.17245,-0.038602,0.091648,0.21588,0.33186,0.43762,0.53146,0.61201,0.67825,0.7295,0.76548,0.78624,0.79221,0.78413,0.76306,0.73035,0.68758,0.63652,0.5791,0.51736,0.4534,0.38929,0.3271,0.26875,0.21605,0.17059,0.13374,0.10661,0.090005,0.084414,0.090005,0.10661,0.13374,0.17059,0.21605,0.26875,0.3271,0.38929,0.4534,0.51736,0.5791,0.63652,0.68758,0.73035,0.76306,0.78413,0.79221,0.78624,0.76548,0.7295,0.67825,0.61201,0.53146,0.43762,0.33186,0.21588,0.091648,-0.038602,-0.17245,-0.30733,-0.44063,-0.5697,-0.69199,-0.8051,-0.90685,-0.99538,-1.0692,-1.1273,-1.1691,-1.1946,-1.2043,-1.1996,-1.182,-1.1539,-1.1182,-1.0783,-1.0378,-1.001,-0.97208,-0.95553,-0.95574,-0.97697,-1.0231,-1.0976,-1.203,-1.3413,-1.5131,-1.7178,-1.9535,-2.2163,-2.5007,-2.7993,-3.1028,-3.3998,-3.6772,-3.9204,-4.1138,-4.241,-4.2859,-4.2335,-4.0703,-3.7859,-3.3733,-2.8296,-2.1565,-1.3602,-0.4512,0.55616,1.6447,2.7951
0.28618,-0.66647,-1.5504,-2.3501,-3.0522,-3.6463,-4.1254,-4.4863,-4.7298,-4.8604,-4.886,-4.8175,-4.6674,-4.45,-4.1799,-3.8717,-3.5393,-3.1955,-2.8516,-2.5177,-2.2016,-1.9097,-1.6468,-1.4159,-1.2186,-1.0553,-0.92516,-0.82635,-0.75633,-0.71191,-0.68945,-0.68502,-0.69454,-0.71389,-0.73907,-0.76627,-0.79198,-0.81304,-0.82674,-0.83085,-0.82361,-0.80383,-0.7708,-0.72433,-0.66473,-0.59274,-0.50949,-0.41647,-0.31545,-0.2084,-0.097462,0.015158,0.12723,0.23658,0.34113,0.43895,0.52834,0.60781,0.67617,0.73249,0.77617,0.80692,0.82476,0.83003,0.82333,0.80555,0.77783,0.74149,0.69806,0.64917,0.59656,0.54203,0.48735,0.43428,0.38448,0.33949,0.30068,0.26921,0.24604,0.23186,0.22708,0.23186,0.24604,0.26921,0.30068,0.33949,0.38448,0.43428,0.48735,0.54203,0.59656,0.64917,0.69806,0.74149,0.77783,0.80555,0.82333,0.83003,0.82476,0.80692,0.77617,0.73249,0.67617,0.60781,0.52834,0.43895,0.34113,0.23658,0.12723,0.015158,-0.097462,-0.2084,-0.31545,-0.41647,-0.50949,-0.59274,-0.66473,-0.72433,-0.7708,-0.80383,-0.82361,-0.83085,-0.82674,-0.81304,-0.79198,-0.76627,-0.73907,-0.71389,-0.69454,-0.68502,-0.68945,-0.71191,-0.75633,-0.82635,-0.92516,-1.0553,-1.2186,-1.4159,-1.6468,-1.9097,-2.2016,-2.5177,-2.8516,-3.1955,-3.5393,-3.8717,-4.1799,-4.45,-4.6674,-4.8175,-4.886,-4.8604,-4.7298,-4.4863,-4.1254,-3.6463,-3.0522,-2.3501,-1.5504,-0.66647,0.28618
-1.762,-2.5318,-3.2293,-3.8424,-4.3612,-4.7785,-5.0903,-5.2957,-5.3975,-5.4012,-5.3152,-5.1501,-4.9177,-4.6311,-4.3033,-3.9474,-3.5755,-3.1989,-2.8273,-2.4694,-2.1319,-1.8205,-1.5389,-1.2898,-1.0744,-0.89288,-0.74435,-0.62707,-0.53862,-0.47604,-0.43595,-0.41471,-0.40856,-0.4137,-0.42643,-0.44321,-0.46076,-0.47615,-0.4868,-0.49056,-0.48571,-0.47103,-0.44572,-0.40944,-0.3623,-0.30478,-0.23773,-0.16233,-0.07998,0.0076931,0.098925,0.19187,0.28464,0.3754,0.46237,0.5439,0.61851,0.68493,0.74208,0.78917,0.82564,0.85122,0.86591,0.86995,0.86385,0.84835,0.82439,0.79311,0.75579,0.71383,0.66871,0.62195,0.57508,0.5296,0.48693,0.44838,0.41513,0.38817,0.36832,0.35617,0.35208,0.35617,0.36832,0.38817,0.41513,0.44838,0.48693,0.5296,0.57508,0.62195,0.66871,0.71383,0.75579,0.79311,0.82439,0.84835,0.86385,0.86995,0.86591,0.85122,0.82564,0.78917,0.74208,0.68493,0.61851,0.5439,0.46237,0.3754,0.28464,0.19187,0.098925,0.0076931,-0.07998,-0.16233,-0.23773,-0.30478,-0.3623,-0.40944,-0.44572,-0.47103,-0.48571,-0.49056,-0.4868,-0.47615,-0.46076,-0.44321,-0.42643,-0.4137,-0.40856,-0.41471,-0.43595,-0.47604,-0.53862,-0.62707,-0.74435,-0.89288,-1.0744,-1.2898,-1.5389,-1.8205,-2.1319,-2.4694,-2.8273,-3.1989,-3.5755,-3.9474,-4.3033,-4.6311,-4.9177,-5.1501,-5.3152,-5.4012,-5.3975,-5.2957,-5.0903,-4.7785,-4.3612,-3.8424,-3.2293,-2.5318,-1.762
-3.4082,-4.0103,-4.5394,-4.9864,-5.3443,-5.6086,-5.7777,-5.8526,-5.8371,-5.7376,-5.5624,-5.3216,-5.0262,-4.6878,-4.3181,-3.9287,-3.53,-3.1318,-2.7427,-2.37,-2.0196,-1.6961,-1.4029,-1.1421,-0.91466,-0.72059,-0.55897,-0.42815,-0.32588,-0.2494,-0.19559,-0.16112,-0.1425,-0.13624,-0.13892,-0.14728,-0.15827,-0.16912,-0.17743,-0.18112,-0.17854,-0.16842,-0.14992,-0.12258,-0.086348,-0.041499,0.011358,0.071331,0.1373,0.20794,0.28181,0.35738,0.43306,0.50731,0.5786,0.64554,0.70684,0.76141,0.80831,0.84684,0.8765,0.89704,0.90843,0.91085,0.90473,0.89068,0.86949,0.84211,0.80964,0.77326,0.73423,0.69385,0.65342,0.61422,0.57747,0.54428,0.51566,0.49247,0.47539,0.46494,0.46142,0.46494,0.47539,0.49247,0.51566,0.54428,0.57747,0.61422,0.65342,0.69385,0.73423,0.77326,0.80964,0.84211,0.86949,0.89068,0.90473,0.91085,0.90843,0.89704,0.8765,0.84684,0.80831,0.76141,0.70684,0.64554,0.5786,0.50731,0.43306,0.35738,0.28181,0.20794,0.1373,0.071331,0.011358,-0.041499,-0.086348,-0.12258,-0.14992,-0.16842,-0.17854,-0.18112,-0.17743,-0.16912,-0.15827,-0.14728,-0.13892,-0.13624,-0.1425,-0.16112,-0.19559,-0.2494,-0.32588,-0.42815,-0.55897,-0.72059,-0.91466,-1.1421,-1.4029,-1.6961,-2.0196,-2.37,-2.7427,-3.1318,-3.53,-3.9287,-4.3181,-4.6878,-5.0262,-5.3216,-5.5624,-5.7376,-5.8371,-5.8526,-5.7777,-5.6086,-5.3443,-4.9864,-4.5394,-4.0103,-3.4082
-4.706,-5.156,-5.5345,-5.8351,-6.0532,-6.1867,-6.2355,-6.202,-6.0909,-5.9087,-5.6635,-5.3646,-5.022,-4.6463,-4.2476,-3.836,-3.4207,-3.0101,-2.6116,-2.2314,-1.8747,-1.5454,-1.2462,-0.97897,-0.74441,-0.54242,-0.37209,-0.23186,-0.11962,-0.032833,0.031366,0.07605,0.10441,0.11965,0.12493,0.12327,0.1175,0.11018,0.10361,0.099734,0.10018,0.10619,0.11866,0.13814,0.16482,0.19858,0.23902,0.28548,0.33708,0.39276,0.45136,0.5116,0.57216,0.63175,0.68908,0.74296,0.7923,0.83614,0.87368,0.90431,0.92757,0.94324,0.95127,0.95181,0.94519,0.93193,0.91268,0.88826,0.85958,0.82765,0.79354,0.75835,0.7232,0.68918,0.65731,0.62856,0.60379,0.58373,0.56896,0.55992,0.55688,0.55992,0.56896,0.58373,0.60379,0.62856,0.65731,0.68918,0.7232,0.75835,0.79354,0.82765,0.85958,0.88826,0.91268,0.93193,0.94519,0.95181,0.95127,0.94324,0.92757,0.90431,0.87368,0.83614,0.7923,0.74296,0.68908,0.63175,0.57216,0.5116,0.45136,0.39276,0.33708,0.28548,0.23902,0.19858,0.16482,0.13814,0.11866,0.10619,0.10018,0.099734,0.10361,0.11018,0.1175,0.12327,0.12493,0.11965,0.10441,0.07605,0.031366,-0.032833,-0.11962,-0.23186,-0.37209,-0.54242,-0.74441,-0.97897,-1.2462,-1.5454,-1.8747,-2.2314,-2.6116,-3.0101,-3.4207,-3.836,-4.2476,-4.6463,-5.022,-5.3646,-5.6635,-5.9087,-6.0909,-6.202,-6.2355,-6.1867,-6.0532,-5.8351,-5.5345,-5.156,-4.706
-5.7041,-6.0175,-6.2629,-6.4359,-6.5341,-6.5568,-6.5055,-6.3832,-6.1952,-5.9478,-5.6486,-5.3063,-4.9298,-4.5284,-4.1111,-3.6865,-3.2626,-2.8468,-2.4453,-2.0635,-1.7057,-1.3754,-1.0748,-0.80534,-0.56767,-0.36156,-0.18613,-0.03989,0.079094,0.17317,0.24495,0.29726,0.33303,0.35519,0.36666,0.37021,0.36847,0.36384,0.35846,0.35419,0.35258,0.35489,0.36202,0.37459,0.39289,0.41695,0.44652,0.48115,0.52015,0.5627,0.60786,0.65458,0.70178,0.74837,0.79329,0.8355,0.8741,0.90825,0.93727,0.96062,0.97791,0.98892,0.9936,0.99206,0.98458,0.97158,0.95361,0.93136,0.90559,0.87717,0.84699,0.81601,0.78516,0.75537,0.72752,0.70244,0.68085,0.66338,0.65052,0.64266,0.64001,0.64266,0.65052,0.66338,0.68085,0.70244,0.72752,0.75537,0.78516,0.81601,0.84699,0.87717,0.90559,0.93136,0.95361,0.97158,0.98458,0.99206,0.9936,0.98892,0.97791,0.96062,0.93727,0.90825,0.8741,0.8355,0.79329,0.74837,0.70178,0.65458,0.60786,0.5627,0.52015,0.48115,0.44652,0.41695,0.39289,0.37459,0.36202,0.35489,0.35258,0.35419,0.35846,0.36384,0.36847,0.37021,0.36666,0.35519,0.33303,0.29726,0.24495,0.17317,0.079094,-0.03989,-0.18613,-0.36156,-0.56767,-0.80534,-1.0748,-1.3754,-1.7057,-2.0635,-2.4453,-2.8468,-3.2626,-3.6865,-4.1111,-4.5284,-4.9298,-5.3063,-5.6486,-5.9478,-6.1952,-6.3832,-6.5055,-6.5568,-6.5341,-6.4359,-6.2629,-6.0175,-5.7041
-6.4461,-6.6384,-6.7673,-6.8305,-6.8269,-6.7571,-6.6234,-6.4295,-6.1805,-5.8827,-5.5431,-5.1695,-4.7698,-4.3521,-3.9243,-3.494,-3.068,-2.6525,-2.253,-1.8741,-1.5194,-1.1919,-0.89341,-0.62519,-0.38764,-0.18049,-0.002894,0.14653,0.26957,0.3684,0.4454,0.50315,0.54433,0.57165,0.58777,0.59526,0.59654,0.59384,0.58919,0.58433,0.58076,0.5797,0.58208,0.58855,0.5995,0.61506,0.63512,0.65937,0.68733,0.71836,0.7517,0.78651,0.82191,0.857,0.89087,0.92268,0.95164,0.97706,0.99833,1.015,1.0267,1.0333,1.0347,1.031,1.0224,1.0092,0.99201,0.97129,0.94771,0.92201,0.89495,0.86733,0.83996,0.81361,0.78906,0.76698,0.748,0.73266,0.72139,0.7145,0.71218,0.7145,0.72139,0.73266,0.748,0.76698,0.78906,0.81361,0.83996,0.86733,0.89495,0.92201,0.94771,0.97129,0.99201,1.0092,1.0224,1.031,1.0347,1.0333,1.0267,1.015,0.99833,0.97706,0.95164,0.92268,0.89087,0.857,0.82191,0.78651,0.7517,0.71836,0.68733,0.65937,0.63512,0.61506,0.5995,0.58855,0.58208,0.5797,0.58076,0.58433,0.58919,0.59384,0.59654,0.59526,0.58777,0.57165,0.54433,0.50315,0.4454,0.3684,0.26957,0.14653,-0.002894,-0.18049,-0.38764,-0.62519,-0.89341,-1.1919,-1.5194,-1.8741,-2.253,-2.6525,-3.068,-3.494,-3.9243,-4.3521,-4.7698,-5.1695,-5.5431,-5.8827,-6.1805,-6.4295,-6.6234,-6.7571,-6.8269,-6.8305,-6.7673,-6.6384,-6.4461
-6.9705,-7.0567,-7.0852,-7.0549,-6.9659,-6.8198,-6.6193,-6.3685,-6.0722,-5.7364,-5.3675,-4.9724,-4.5581,-4.1318,-3.7002,-3.2698,-2.8465,-2.4358,-2.0422,-1.6696,-1.3213,-0.99953,-0.706,-0.44166,-0.20679,-0.0010924,0.17626,0.32655,0.45143,0.55289,0.63311,0.69445,0.73937,0.77033,0.78979,0.8001,0.80352,0.80211,0.79776,0.79214,0.78667,0.78253,0.78066,0.78174,0.78622,0.79432,0.80604,0.82122,0.8395,0.86041,0.88336,0.90769,0.93267,0.95757,0.98164,1.0042,1.0245,1.0421,1.0563,1.0669,1.0734,1.0759,1.0741,1.0681,1.0582,1.0446,1.0277,1.008,0.98598,0.96235,0.93772,0.91278,0.88819,0.86463,0.84274,0.82311,0.80627,0.79268,0.78271,0.77661,0.77456,0.77661,0.78271,0.79268,0.80627,0.82311,0.84274,0.86463,0.88819,0.91278,0.93772,0.96235,0.98598,1.008,1.0277,1.0446,1.0582,1.0681,1.0741,1.0759,1.0734,1.0669,1.0563,1.0421,1.0245,1.0042,0.98164,0.95757,0.93267,0.90769,0.88336,0.86041,0.8395,0.82122,0.80604,0.79432,0.78622,0.78174,0.78066,0.78253,0.78667,0.79214,0.79776,0.80211,0.80352,0.8001,0.78979,0.77033,0.73937,0.69445,0.63311,0.55289,0.45143,0.32655,0.17626,-0.0010924,-0.20679,-0.44166,-0.706,-0.99953,-1.3213,-1.6696,-2.0422,-2.4358,-2.8465,-3.2698,-3.7002,-4.1318,-4.5581,-4.9724,-5.3675,-5.7364,-6.0722,-6.3685,-6.6193,-6.8198,-6.9659,-7.0549,-7.0852,-7.0567,-6.9705
-7.3113,-7.3058,-7.2486,-7.1397,-6.9801,-6.7719,-6.5182,-6.223,-5.891,-5.5275,-5.1385,-4.7299,-4.3081,-3.8791,-3.4488,-3.0227,-2.6061,-2.2035,-1.8187,-1.4552,-1.1156,-0.80192,-0.51552,-0.25715,-0.027014,0.17524,0.35039,0.49964,0.62453,0.72686,0.80863,0.872,0.9192,0.95251,0.97417,0.98636,0.99115,0.99046,0.98606,0.97951,0.97217,0.9652,0.95951,0.9558,0.95458,0.95612,0.96053,0.96773,0.97753,0.98956,1.0034,1.0185,1.0343,1.0501,1.0655,1.0798,1.0924,1.1029,1.1108,1.1158,1.1176,1.1161,1.1112,1.103,1.0917,1.0773,1.0604,1.0413,1.0205,0.99837,0.97561,0.95276,0.93038,0.90905,0.88931,0.87166,0.85657,0.8444,0.83549,0.83004,0.82821,0.83004,0.83549,0.8444,0.85657,0.87166,0.88931,0.90905,0.93038,0.95276,0.97561,0.99837,1.0205,1.0413,1.0604,1.0773,1.0917,1.103,1.1112,1.1161,1.1176,1.1158,1.1108,1.1029,1.0924,1.0798,1.0655,1.0501,1.0343,1.0185,1.0034,0.98956,0.97753,0.96773,0.96053,0.95612,0.95458,0.9558,0.95951,0.9652,0.97217,0.97951,0.98606,0.99046,0.99115,0.98636,0.97417,0.95251,0.9192,0.872,0.80863,0.72686,0.62453,0.49964,0.35039,0.17524,-0.027014,-0.25715,-0.51552,-0.80192,-1.1156,-1.4552,-1.8187,-2.2035,-2.6061,-3.0227,-3.4488,-3.8791,-4.3081,-4.7299,-5.1385,-5.5275,-5.891,-6.223,-6.5182,-6.7719,-6.9801,-7.1397,-7.2486,-7.3058,-7.3113
-7.4976,-7.4139,-7.2846,-7.1107,-6.8936,-6.6358,-6.3405,-6.0116,-5.6534,-5.2709,-4.8692,-4.4537,-4.0299,-3.603,-3.178,-2.7598,-2.3528,-1.9608,-1.5871,-1.2347,-0.90569,-0.60184,-0.32425,-0.073503,0.1503,0.34751,0.51889,0.66556,0.78893,0.89066,0.97257,1.0366,1.0849,1.1195,1.1424,1.1556,1.1611,1.1606,1.1558,1.1482,1.139,1.1294,1.1203,1.1123,1.106,1.1018,1.0997,1.1,1.1023,1.1065,1.1123,1.1193,1.127,1.1349,1.1425,1.1495,1.1552,1.1593,1.1615,1.1614,1.1588,1.1536,1.1458,1.1354,1.1226,1.1074,1.0902,1.0714,1.0512,1.0303,1.0089,0.98765,0.967,0.94744,0.92942,0.91337,0.89968,0.88867,0.88061,0.87569,0.87404,0.87569,0.88061,0.88867,0.89968,0.91337,0.92942,0.94744,0.967,0.98765,1.0089,1.0303,1.0512,1.0714,1.0902,1.1074,1.1226,1.1354,1.1458,1.1536,1.1588,1.1614,1.1615,1.1593,1.1552,1.1495,1.1425,1.1349,1.127,1.1193,1.1123,1.1065,1.1023,1.1,1.0997,1.1018,1.106,1.1123,1.1203,1.1294,1.139,1.1482,1.1558,1.1606,1.1611,1.1556,1.1424,1.1195,1.0849,1.0366,0.97257,0.89066,0.78893,0.66556,0.51889,0.34751,0.1503,-0.073503,-0.32425,-0.60184,-0.90569,-1.2347,-1.5871,-1.9608,-2.3528,-2.7598,-3.178,-3.603,-4.0299,-4.4537,-4.8692,-5.2709,-5.6534,-6.0116,-6.3405,-6.6358,-6.8936,-7.1107,-7.2846,-7.4139,-7.4976
